9.72548005e+01 -3.90453034e+01 8.85103534e+02 -2.42550234e+00 -1.19064915e+01 1.88467648e-01 -9.81246182e-01 4.43555069e+00 -1.40732672e+01 4.26401490e+00 4.09666126e-01 -2.73401818e-02 2.93636698e-01 -7.15817354e+00 -1.40867960e+01 4.24963102e+00 4.09822991e-01 -2.73401818e-02 1.96937777e-01 8.07202834e+00 -1.90081227e+00 2.82876130e+00 5.51925992e-01 -5.25601194e+00 -8.72817976e-02 2.39058749e-01 -9.13396150e-01 2.74122690e-02 1.72097755e+00 -5.18045384e+00 -1.04453493e+00 -5.33778494e+00 5.03899879e-02 -3.97245477e-01 -8.66214520e-01 2.81720133e-02 3.34408584e-01 6.71358091e-03
9.24039686e+01 -3.33930320e+01 8.84636109e+02 4.26910511e-01 -1.17560150e+01 3.76938209e-01 -8.03987903e-01 5.35297100e+00 -1.40079651e+01 4.21067545e+00 3.94158501e-01 -1.70817991e-03 4.07860163e-01 -6.23057488e+00 -1.40350228e+01 4.18190770e+00 3.94472232e-01 -1.70817991e-03 1.85688516e-01 7.84738831e+00 -1.78538759e+00 2.93826605e+00 5.75200205e-01 -5.20173271e+00 -8.70730783e-02 2.46380202e-01 -9.04430943e-01 2.75236644e-02 1.61586071e+00 -5.15133170e+00 -1.03888268e+00 -5.27449790e+00 5.00520044e-02 -3.95624173e-01 -8.55607505e-01 2.82400114e-02 3.21469449e-01 6.32812778e-03
8.75531368e+01 -2.77407606e+01 8.84168683e+02 3.27932336e+00 -1.16055386e+01 5.65408770e-01 -6.26729624e-01 6.27039131e+00 -1.39426630e+01 4.15733599e+00 3.78650876e-01 2.39238219e-02 5.22083627e-01 -5.30297621e+00 -1.39832495e+01 4.11418437e+00 3.79121472e-01 2.39238219e-02 1.74439255e-01 7.62274828e+00 -1.66996290e+00 3.04777080e+00 5.98474418e-01 -5.14745348e+00 -8.68643590e-02 2.53701655e-01 -8.95465736e-01 2.76350598e-02 1.51074386e+00 -5.12220955e+00 -1.03323043e+00 -5.21121086e+00 4.97140208e-02 -3.94002869e-01 -8.45000490e-01 2.83080096e-02 3.08530314e-01 5.94267464e-03
8.27023049e+01 -2.20884893e+01 8.83701258e+02 6.13173621e+00 -1.14550622e+01 7.53879331e-01 -4.49471346e-01 7.18781162e+00 -1.38773610e+01 4.10399654e+00 3.63143251e-01 4.95558238e-02 6.36307092e-01 -4.37537755e+00 -1.39314763e+01 4.04646104e+00 3.63770713e-01 4.95558238e-02 1.63189993e-01 7.39810825e+00 -1.55453822e+00 3.15727555e+00 6.21748631e-01 -5.09317426e+00 -8.66556397e-02 2.61023108e-01 -8.86500529e-01 2.77464551e-02 1.40562701e+00 -5.09308740e+00 -1.02757818e+00 -5.14792382e+00 4.93760373e-02 -3.92381565e-01 -8.34393474e-01 2.83760077e-02 2.95591179e-01 5.55722150e-03
7.78514731e+01 -1.64362179e+01 8.83233833e+02 8.98414906e+00 -1.13045858e+01 9.42349892e-01 -2.72213067e-01 8.10523193e+00 -1.38120589e+01 4.05065708e+00 3.47635627e-01 7.51878256e-02 7.50530557e-01 -3.44777889e+00 -1.38797030e+01 3.97873772e+00 3.48419954e-01 7.51878256e-02 1.51940732e-01 7.17346822e+00 -1.43911353e+00 3.26678030e+00 6.45022844e-01 -5.03889503e+00 -8.64469205e-02 2.68344561e-01 -8.77535323e-01 2.78578505e-02 1.30051017e+00 -5.06396525e+00 -1.02192593e+00 -5.08463678e+00 4.90380538e-02 -3.90760261e-01 -8.23786459e-01 2.84440058e-02 2.82652044e-01 5.17176837e-03
7.10201004e+01 -1.42742615e+01 8.83345619e+02 8.81142350e+00 -1.02046494e+01 8.97999456e-01 -2.23477165e-01 8.06724868e+00 -1.34209406e+01 4.17670672e+00 3.54121745e-01 7.29431222e-02 7.09699601e-01 -3.48820521e+00 -1.34853778e+01 4.10817326e+00 3.54869117e-01 7.29431222e-02 1.38326856e-01 6.90160847e+00 -1.29942638e+00 3.39930314e+00 6.73189336e-01 -4.97320621e+00 -8.61943280e-02 2.77204996e-01 -8.66685614e-01 2.79926614e-02 1.17329758e+00 -5.02872158e+00 -1.01508556e+00 -5.00804669e+00 4.86290255e-02 -3.88798156e-01 -8.10949831e-01 2.85262972e-02 2.66993081e-01 4.70529232e-03
6.41887278e+01 -1.21123052e+01 8.83457405e+02 8.63869795e+00 -9.10471297e+00 8.53649020e-01 -1.74741262e-01 8.02926544e+00 -1.30298223e+01 4.30275635e+00 3.60607864e-01 7.06984188e-02 6.68868646e-01 -3.52863154e+00 -1.30910525e+01 4.23760881e+00 3.61318281e-01 7.06984188e-02 1.24712981e-01 6.62974872e+00 -1.15973923e+00 3.53182597e+00 7.01355828e-01 -4.90751740e+00 -8.59417356e-02 2.86065431e-01 -8.55835905e-01 2.81274723e-02 1.04608499e+00 -4.99347791e+00 -1.00824520e+00 -4.93145661e+00 4.82199972e-02 -3.86836051e-01 -7.98113203e-01 2.86085887e-02 2.51334118e-01 4.23881627e-03
5.73573551e+01 -9.95034882e+00 8.83569191e+02 8.46597239e+00 -8.00477658e+00 8.09298584e-01 -1.26005360e-01 7.99128219e+00 -1.26387041e+01 4.42880599e+00 3.67093983e-01 6.84537154e-02 6.28037690e-01 -3.56905786e+00 -1.26967272e+01 4.36704435e+00 3.67767445e-01 6.84537154e-02 1.11099106e-01 6.35788898e+00 -1.02005207e+00 3.66434881e+00 7.29522321e-01 -4.84182858e+00 -8.56891432e-02 2.94925866e-01 -8.44986197e-01 2.82622832e-02 9.18872405e-01 -4.95823423e+00 -1.00140484e+00 -4.85486652e+00 4.78109690e-02 -3.84873946e-01 -7.85276575e-01 2.86908801e-02 2.35675155e-01 3.77234023e-03
5.05259824e+01 -7.78839246e+00 8.83680977e+02 8.29324684e+00 -6.90484018e+00 7.64948149e-01 -7.72694569e-02 7.95329894e+00 -1.22475858e+01 4.55485562e+00 3.73580101e-01 6.62090120e-02 5.87206735e-01 -3.60948419e+00 -1.23024019e+01 4.49647990e+00 3.74216609e-01 6.62090120e-02 9.74852302e-02 6.08602923e+00 -8.80364922e-01 3.79687164e+00 7.57688813e-01 -4.77613976e+00 -8.54365508e-02 3.03786301e-01 -8.34136488e-01 2.83970941e-02 7.91659817e-01 -4.92299056e+00 -9.94564475e-01 -4.77827644e+00 4.74019407e-02 -3.82911842e-01 -7.72439946e-01 2.87731716e-02 2.20016191e-01 3.30586418e-03
4.36946098e+01 -5.62643611e+00 8.83792763e+02 8.12052129e+00 -5.80490378e+00 7.20597713e-01 -2.85335543e-02 7.91531569e+00 -1.18564675e+01 4.68090526e+00 3.80066220e-01 6.39643086e-02 5.46375780e-01 -3.64991051e+00 -1.19080767e+01 4.62591544e+00 3.80665772e-01 6.39643086e-02 8.38713548e-02 5.81416948e+00 -7.40677770e-01 3.92939448e+00 7.85855305e-01 -4.71045095e+00 -8.51839584e-02 3.12646736e-01 -8.23286779e-01 2.85319050e-02 6.64447229e-01 -4.88774689e+00 -9.87724112e-01 -4.70168635e+00 4.69929125e-02 -3.80949737e-01 -7.59603318e-01 2.88554630e-02 2.04357228e-01 2.83938813e-03
3.82146767e+01 -4.37061533e+00 8.83945865e+02 7.63626828e+00 -4.84922209e+00 6.59465095e-01 -6.01198378e-03 7.77510741e+00 -1.15180158e+01 4.79861898e+00 3.87605897e-01 5.89999156e-02 4.96979840e-01 -3.79346003e+00 -1.15652173e+01 4.74829568e+00 3.88154533e-01 5.89999156e-02 7.31347969e-02 5.59976779e+00 -6.30513754e-01 4.03390837e+00 8.08068758e-01 -4.65864558e+00 -8.49847518e-02 3.19634502e-01 -8.14730177e-01 2.86382234e-02 5.64121255e-01 -4.85995203e+00 -9.82329472e-01 -4.64128372e+00 4.66703331e-02 -3.79402326e-01 -7.49479735e-01 2.89203620e-02 1.92007816e-01 2.47150265e-03
