-2.73084000e-03 1.21108000e-03 8.76681000e-01 2.02179400e-02 -5.45242000e-03 0.00000000e+00 2.25183232e+00 -5.89581240e-01 0.00000000e+00
-2.70728000e-03 1.20476000e-03 8.76681000e-01 2.22125800e-02 -5.96724000e-03 0.00000000e+00 2.08036814e+00 -5.39732180e-01 0.00000000e+00
-2.68372000e-03 1.19844000e-03 8.76681000e-01 2.42072200e-02 -6.48206000e-03 0.00000000e+00 1.90890396e+00 -4.89883120e-01 0.00000000e+00
-2.66016000e-03 1.19212000e-03 8.76681000e-01 2.62018600e-02 -6.99688000e-03 0.00000000e+00 1.73743978e+00 -4.40034060e-01 0.00000000e+00
-2.63660000e-03 1.18580000e-03 8.76681000e-01 2.81965000e-02 -7.51170000e-03 0.00000000e+00 1.56597560e+00 -3.90185000e-01 0.00000000e+00
-2.60522000e-03 1.17752000e-03 8.76681000e-01 2.93253400e-02 -7.78290000e-03 0.00000000e+00 1.39111990e+00 -3.42596000e-01 0.00000000e+00
-2.57384000e-03 1.16924000e-03 8.76681000e-01 3.04541800e-02 -8.05410000e-03 0.00000000e+00 1.21626420e+00 -2.95007000e-01 0.00000000e+00
-2.54246000e-03 1.16096000e-03 8.76681000e-01 3.15830200e-02 -8.32530000e-03 0.00000000e+00 1.04140850e+00 -2.47418000e-01 0.00000000e+00
-2.51108000e-03 1.15268000e-03 8.76681000e-01 3.27118600e-02 -8.59650000e-03 0.00000000e+00 8.66552800e-01 -1.99829000e-01 0.00000000e+00
-2.47970000e-03 1.14440000e-03 8.76681000e-01 3.38407000e-02 -8.86770000e-03 0.00000000e+00 6.91697100e-01 -1.52240000e-01 0.00000000e+00
-2.44462000e-03 1.13526000e-03 8.76681000e-01 3.42356800e-02 -8.94432000e-03 0.00000000e+00 5.73014280e-01 -1.21991300e-01 0.00000000e+00
-2.40954000e-03 1.12612000e-03 8.76681000e-01 3.46306600e-02 -9.02094000e-03 0.00000000e+00 4.54331460e-01 -9.17426000e-02 0.00000000e+00
